,PLAYER_ID,SEASON_ID,LEAGUE_ID,TEAM_ID,TEAM_ABBREVIATION,PLAYER_AGE,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
0,1642263,2024-25,00,1610612745,HOU,21.0,52,3,12.6,1.6,4.6,0.351,0.9,2.7,0.338,0.3,0.3,0.813,0.3,1.2,1.5,1.4,0.7,0.3,0.7,1.0,4.4
1,1642263,2025-26,00,1610612745,HOU,21.0,4,0,22.5,3.5,10.0,0.35,2.0,5.5,0.364,1.0,1.3,0.8,0.8,2.5,3.3,3.5,1.3,0.5,1.8,1.3,10.0
0,1627783,2016-17,00,1610612761,TOR,23.0,55,38,15.6,1.9,3.7,0.502,0.0,0.1,0.143,0.4,0.6,0.688,1.2,2.2,3.4,0.3,0.5,0.8,0.6,2.0,4.2
1,1627783,2017-18,00,1610612761,TOR,24.0,81,5,20.7,3.1,6.1,0.508,0.4,1.6,0.22,0.7,1.1,0.621,1.0,3.5,4.5,2.0,0.8,0.5,0.8,2.0,7.3
2,1627783,2018-19,00,1610612761,TOR,25.0,80,79,31.9,6.5,11.8,0.549,1.0,2.7,0.369,3.0,3.8,0.785,1.6,5.3,6.9,3.1,0.9,0.7,1.9,3.0,16.9
3,1627783,2019-20,00,1610612761,TOR,26.0,60,60,35.2,8.3,18.4,0.453,2.2,6.1,0.359,4.0,5.1,0.792,1.1,6.3,7.3,3.5,1.0,0.9,2.5,2.8,22.9
4,1627783,2020-21,00,1610612761,TOR,27.0,56,56,35.8,7.8,17.2,0.455,1.3,4.4,0.297,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1,21.4
5,1627783,2021-22,00,1610612761,TOR,28.0,68,68,37.9,8.8,17.8,0.494,1.1,3.2,0.344,4.2,5.6,0.749,1.9,6.6,8.5,5.3,1.3,0.6,2.7,3.3,22.8
6,1627783,2022-23,00,1610612761,TOR,29.0,71,71,37.4,8.9,18.5,0.48,1.3,4.0,0.324,5.2,6.7,0.774,1.8,6.0,7.8,5.8,0.9,0.5,2.4,3.2,24.2
7,1627783,2023-24,00,1610612761,TOR,30.0,39,39,34.7,8.3,16.0,0.522,1.2,3.7,0.317,4.3,5.7,0.758,1.4,4.9,6.3,4.9,0.8,0.3,2.1,2.2,22.2
8,1627783,2023-24,00,1610612754,IND,30.0,41,41,31.8,8.7,15.8,0.549,1.0,2.5,0.386,3.0,4.2,0.699,2.1,5.7,7.8,3.7,0.8,0.4,1.4,2.6,21.3
9,1627783,2023-24,00,0,TOT,30.0,80,80,33.2,8.5,15.9,0.536,1.1,3.1,0.346,3.6,5.0,0.732,1.7,5.3,7.1,4.3,0.8,0.3,1.8,2.4,21.7
10,1627783,2024-25,00,1610612754,IND,31.0,78,78,32.7,7.9,15.2,0.519,1.6,4.2,0.389,2.9,3.9,0.734,1.7,5.2,6.9,3.4,0.9,0.5,1.4,2.4,20.2
11,1627783,2025-26,00,1610612754,IND,31.0,5,5,34.6,8.4,19.8,0.424,2.4,6.0,0.4,5.4,9.6,0.563,1.6,8.2,9.8,5.2,1.2,0.2,2.0,2.8,24.6
0,1627732,2017-18,00,1610612755,PHI,21.0,81,81,33.7,6.7,12.3,0.545,0.0,0.1,0.0,2.4,4.2,0.56,1.8,6.3,8.1,8.2,1.7,0.9,3.4,2.6,15.8
1,1627732,2018-19,00,1610612755,PHI,22.0,79,79,34.2,6.8,12.2,0.563,0.0,0.1,0.0,3.3,5.4,0.6,2.2,6.6,8.8,7.7,1.4,0.8,3.5,2.6,16.9
2,1627732,2019-20,00,1610612755,PHI,23.0,57,57,35.4,6.6,11.4,0.58,0.0,0.1,0.286,3.2,5.2,0.621,2.0,5.8,7.8,8.0,2.1,0.6,3.5,3.3,16.4
3,1627732,2020-21,00,1610612755,PHI,24.0,58,58,32.4,5.6,10.1,0.557,0.1,0.2,0.3,3.0,4.9,0.613,1.6,5.6,7.2,6.9,1.6,0.6,3.0,2.9,14.3
4,1627732,2022-23,00,1610612751,BKN,26.0,42,33,26.3,3.2,5.6,0.566,0.0,0.0,0.0,0.6,1.4,0.439,1.0,5.3,6.3,6.1,1.3,0.6,2.3,3.3,6.9
5,1627732,2023-24,00,1610612751,BKN,27.0,15,12,23.9,2.9,4.9,0.581,0.0,0.0,0.0,0.4,1.0,0.4,2.1,5.9,7.9,5.7,0.8,0.6,1.8,2.4,6.1
6,1627732,2024-25,00,1610612751,BKN,28.0,33,24,25.0,2.8,5.2,0.547,0.0,0.0,0.0,0.5,0.8,0.692,0.9,4.3,5.2,6.9,0.8,0.5,2.7,2.5,6.2
7,1627732,2024-25,00,1610612746,LAC,28.0,18,0,16.4,1.3,2.9,0.434,0.0,0.0,0.0,0.3,0.4,0.857,0.9,2.9,3.8,3.1,0.7,0.4,0.8,1.4,2.9
8,1627732,2024-25,00,0,TOT,28.0,51,24,22.0,2.3,4.4,0.52,0.0,0.0,0.0,0.5,0.6,0.727,0.9,3.8,4.7,5.6,0.7,0.5,2.0,2.1,5.0
0,1629014,2018-19,00,1610612757,POR,20.0,20,1,7.1,1.4,3.2,0.444,0.5,1.5,0.345,0.5,0.8,0.563,0.2,0.5,0.7,0.7,0.1,0.0,0.6,0.5,3.8
1,1629014,2019-20,00,1610612757,POR,21.0,70,4,20.7,3.1,7.7,0.399,1.1,3.2,0.332,1.1,1.3,0.826,0.4,1.8,2.2,1.4,0.4,0.1,0.9,1.9,8.3
2,1629014,2020-21,00,1610612757,POR,22.0,64,0,17.3,2.6,6.3,0.419,1.9,4.4,0.426,0.7,0.9,0.807,0.2,2.0,2.2,1.4,0.3,0.1,0.7,1.5,7.8
3,1629014,2021-22,00,1610612757,POR,23.0,57,30,29.5,6.2,14.0,0.443,3.1,7.8,0.405,1.8,2.0,0.888,0.5,2.2,2.6,3.9,0.5,0.1,2.0,1.9,17.3
4,1629014,2022-23,00,1610612757,POR,24.0,62,62,35.0,7.5,16.9,0.447,3.4,9.1,0.377,2.6,2.9,0.894,0.3,2.3,2.6,4.1,0.7,0.2,2.1,2.3,21.1
5,1629014,2023-24,00,1610612757,POR,25.0,46,46,34.4,7.8,18.2,0.43,3.4,8.8,0.385,3.5,3.9,0.916,0.5,3.2,3.6,5.5,0.5,0.1,2.7,2.1,22.6
6,1629014,2024-25,00,1610612757,POR,26.0,70,70,32.7,6.8,16.1,0.426,3.1,8.5,0.363,2.5,2.8,0.902,0.4,2.3,2.7,4.8,0.9,0.1,2.0,1.7,19.3
7,1629014,2025-26,00,1610612738,BOS,26.0,6,0,28.2,5.7,13.2,0.43,3.0,7.5,0.4,1.2,1.5,0.778,0.7,2.0,2.7,1.7,0.8,0.3,1.3,2.0,15.5
0,1642354,2024-25,00,1610612766,CHA,22.0,36,15,23.4,2.9,8.4,0.346,0.9,3.6,0.254,1.1,1.4,0.82,1.1,1.9,3.0,3.1,0.9,0.2,1.6,1.6,7.8
0,1631301,2024-25,00,1610612766,CHA,26.0,6,0,18.7,2.0,4.7,0.429,1.0,2.5,0.4,2.0,2.5,0.8,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0
0,1630579,2021-22,00,1610612752,NYK,23.0,41,5,13.5,1.0,1.3,0.722,0.0,0.0,0.0,0.3,0.7,0.414,1.5,2.6,4.1,0.5,0.3,0.5,0.5,1.6,2.2
1,1630579,2022-23,00,1610612752,NYK,24.0,52,16,15.6,1.6,2.1,0.776,0.0,0.0,0.0,0.2,0.3,0.75,1.9,2.8,4.7,0.5,0.3,0.5,0.5,1.8,3.4
2,1630579,2023-24,00,1610612752,NYK,25.0,45,11,13.0,0.8,1.2,0.691,0.0,0.0,0.0,0.4,0.5,0.667,1.2,2.0,3.3,0.6,0.2,0.4,0.4,1.0,2.0
3,1630579,2024-25,00,1610612752,NYK,26.0,39,5,10.8,0.7,1.2,0.609,0.0,0.0,0.0,0.2,0.3,0.615,1.3,2.0,3.3,0.6,0.2,0.3,0.5,1.2,1.6
4,1630579,2024-25,00,1610612749,MIL,26.0,14,0,15.0,1.2,1.8,0.68,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4
5,1630579,2024-25,00,0,TOT,26.0,53,5,11.9,0.8,1.3,0.634,0.0,0.0,0.0,0.2,0.2,0.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8
6,1630579,2025-26,00,1610612749,MIL,27.0,3,0,3.3,0.3,0.3,1.0,0.0,0.0,0.0,0.7,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.3
0,203935,2014-15,00,1610612738,BOS,21.0,67,38,27.0,2.6,7.1,0.367,1.4,4.1,0.335,1.2,1.9,0.646,0.9,2.4,3.3,3.1,1.5,0.3,1.3,2.6,7.8
1,203935,2015-16,00,1610612738,BOS,22.0,61,10,27.3,3.0,8.7,0.348,1.0,4.0,0.253,2.1,2.7,0.777,1.2,2.9,4.2,3.0,1.5,0.3,1.3,3.0,9.1
2,203935,2016-17,00,1610612738,BOS,23.0,79,24,30.4,3.4,9.5,0.359,1.2,4.2,0.283,2.6,3.2,0.812,1.0,2.9,3.9,4.6,1.6,0.4,2.0,2.4,10.6
3,203935,2017-18,00,1610612738,BOS,24.0,54,11,29.9,3.5,9.5,0.367,1.4,4.6,0.301,1.8,2.5,0.729,0.8,2.7,3.5,4.8,1.3,0.4,2.4,2.5,10.2
4,203935,2018-19,00,1610612738,BOS,25.0,80,60,27.5,3.0,7.1,0.422,1.6,4.3,0.364,1.3,1.6,0.806,0.7,2.2,2.9,4.0,1.8,0.4,1.5,2.5,8.9
5,203935,2019-20,00,1610612738,BOS,26.0,60,40,32.0,4.3,11.4,0.375,2.3,6.6,0.347,2.1,2.5,0.836,0.7,3.1,3.8,4.9,1.7,0.5,1.7,2.7,12.9
6,203935,2020-21,00,1610612738,BOS,27.0,48,45,32.9,4.2,10.6,0.398,1.9,5.9,0.33,2.7,3.4,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2.0,2.6,13.1
7,203935,2021-22,00,1610612738,BOS,28.0,71,71,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.0,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1
8,203935,2022-23,00,1610612738,BOS,29.0,61,61,32.1,4.1,9.9,0.415,1.9,5.6,0.336,1.4,1.9,0.746,0.8,2.4,3.1,6.3,1.5,0.4,2.3,2.8,11.5
9,203935,2023-24,00,1610612763,MEM,30.0,20,20,30.3,5.1,11.9,0.43,2.1,6.7,0.313,2.2,2.8,0.768,0.3,2.4,2.7,4.3,2.1,0.3,3.1,2.7,14.5
10,203935,2024-25,00,1610612763,MEM,31.0,19,6,21.1,2.8,7.8,0.358,1.5,4.7,0.322,1.6,1.9,0.833,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,8.7
11,203935,2024-25,00,1610612764,WAS,31.0,15,1,18.7,3.2,7.3,0.44,1.3,3.4,0.392,1.6,2.3,0.686,0.3,1.7,1.9,2.5,1.1,0.2,1.3,1.5,9.3
12,203935,2024-25,00,0,TOT,31.0,34,7,20.0,3.0,7.6,0.393,1.4,4.1,0.348,1.6,2.1,0.761,0.5,1.6,2.1,3.2,1.1,0.3,1.6,1.6,9.0
13,203935,2025-26,00,1610612747,LAL,31.0,4,2,27.3,3.0,6.0,0.5,0.5,2.8,0.182,2.3,2.8,0.818,0.3,1.3,1.5,2.5,1.3,0.0,2.3,2.3,8.8
0,1630696,2022-23,00,1610612748,MIA,25.0,5,1,13.4,1.0,2.8,0.357,0.2,1.2,0.167,0.0,0.0,0.0,0.2,1.6,1.8,1.0,0.8,0.6,0.2,2.0,2.2
1,1630696,2022-23,00,1610612751,BKN,25.0,10,0,9.2,1.3,3.1,0.419,0.4,1.3,0.308,0.3,0.3,1.0,0.1,1.4,1.5,1.7,0.6,0.1,0.2,1.3,3.3
2,1630696,2022-23,00,0,TOT,25.0,15,1,10.5,1.2,3.0,0.4,0.3,1.3,0.263,0.2,0.2,1.0,0.1,1.5,1.6,1.5,0.7,0.3,0.2,1.5,2.9
3,1630696,2023-24,00,1610612748,MIA,26.0,9,0,14.6,1.7,3.7,0.455,0.8,1.9,0.412,0.2,0.2,1.0,0.7,0.9,1.6,1.6,1.0,0.3,0.6,1.3,4.3
4,1630696,2024-25,00,1610612748,MIA,27.0,14,1,19.1,2.2,4.4,0.508,1.1,2.1,0.533,0.6,0.9,0.75,0.9,1.7,2.6,1.6,1.5,0.4,1.2,2.1,6.2
5,1630696,2025-26,00,1610612748,MIA,27.0,5,0,17.6,2.4,5.0,0.48,1.0,2.4,0.417,0.0,0.0,0.0,0.8,0.8,1.6,4.0,1.6,0.2,1.2,2.0,5.8
0,1630188,2020-21,00,1610612756,PHX,21.0,27,1,5.8,0.8,1.9,0.44,0.1,0.6,0.235,0.2,0.3,0.714,0.3,1.1,1.4,0.1,0.0,0.1,0.3,0.6,2.0
1,1630188,2021-22,00,1610612756,PHX,22.0,29,4,13.2,2.2,4.7,0.46,0.3,1.3,0.231,1.4,1.8,0.769,1.9,2.9,4.8,0.2,0.2,0.6,0.8,1.8,6.0
2,1630188,2021-22,00,1610612754,IND,22.0,22,4,24.7,5.1,9.7,0.531,1.4,3.8,0.373,1.7,2.3,0.76,2.1,5.5,7.6,0.8,0.4,1.0,0.9,2.0,13.4
3,1630188,2021-22,00,0,TOT,22.0,51,8,18.1,3.5,6.9,0.503,0.8,2.4,0.328,1.5,2.0,0.765,2.0,4.0,6.0,0.5,0.3,0.8,0.8,1.9,9.2
4,1630188,2022-23,00,1610612754,IND,23.0,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,1.5,2.0,0.759,1.9,3.9,5.8,1.0,0.3,0.9,1.1,2.3,9.4
5,1630188,2023-24,00,1610612754,IND,24.0,61,14,17.2,3.8,6.5,0.592,1.0,2.4,0.424,1.2,1.7,0.692,1.8,3.7,5.5,1.0,0.3,0.6,0.7,2.0,9.9
6,1630188,2024-25,00,1610612741,CHI,25.0,64,2,15.0,3.0,6.4,0.466,1.1,3.5,0.324,1.1,1.4,0.809,1.4,4.2,5.6,1.0,0.3,0.7,0.6,1.5,8.2
7,1630188,2025-26,00,1610612741,CHI,25.0,5,0,14.0,2.8,6.6,0.424,0.8,3.2,0.25,1.2,1.8,0.667,1.8,3.2,5.0,0.8,0.4,0.4,0.8,1.8,7.6
0,1642449,2024-25,00,1610612765,DET,24.0,1,0,22.0,6.0,9.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,4.0,4.0,8.0,0.0,0.0,0.0,2.0,3.0,14.0
1,1642449,2025-26,00,1610612765,DET,25.0,1,0,6.0,3.0,4.0,0.75,0.0,0.0,0.0,5.0,7.0,0.714,2.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,11.0
0,1641890,2024-25,00,1610612749,MIL,20.0,23,0,5.3,1.0,2.2,0.48,0.6,1.3,0.433,0.3,0.3,0.75,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9
0,1631095,2022-23,00,1610612745,HOU,20.0,79,79,31.0,4.6,11.3,0.408,1.5,4.9,0.307,2.1,2.6,0.786,1.5,5.7,7.2,1.3,0.5,0.9,1.3,2.9,12.8
1,1631095,2023-24,00,1610612745,HOU,21.0,76,76,31.9,5.0,11.0,0.454,1.8,5.0,0.363,2.0,2.4,0.811,1.8,6.3,8.1,1.6,0.7,0.8,1.2,2.6,13.7
2,1631095,2024-25,00,1610612745,HOU,22.0,57,39,30.1,4.4,9.9,0.438,1.7,4.9,0.354,1.8,2.2,0.825,1.8,5.2,7.0,1.1,0.4,0.7,1.1,2.2,12.2
3,1631095,2025-26,00,1610612745,HOU,22.0,4,4,35.8,5.5,13.0,0.423,2.5,6.8,0.37,2.3,2.5,0.9,1.3,3.8,5.0,1.8,1.5,0.5,0.5,2.3,15.8
0,1641733,2023-24,00,1610612766,CHA,20.0,51,0,14.3,2.2,5.7,0.391,1.2,2.9,0.432,0.3,0.3,0.867,0.4,1.1,1.4,1.2,0.2,0.1,0.8,1.1,5.9
1,1641733,2024-25,00,1610612766,CHA,21.0,60,27,22.8,3.7,9.5,0.391,1.7,5.1,0.34,0.7,0.8,0.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9
2,1641733,2025-26,00,1610612747,LAL,21.0,2,0,15.0,1.5,5.5,0.273,0.5,3.0,0.167,1.0,1.5,0.667,0.0,2.0,2.0,2.0,0.0,0.5,1.5,1.5,4.5
0,1631110,2022-23,00,1610612759,SAS,20.0,56,53,26.0,4.5,9.9,0.453,0.6,2.4,0.246,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11.0
1,1631110,2023-24,00,1610612759,SAS,21.0,74,73,29.6,4.6,10.5,0.438,0.9,3.1,0.308,1.5,1.9,0.771,1.9,4.6,6.4,3.4,0.8,0.5,1.9,2.3,11.6
2,1631110,2024-25,00,1610612759,SAS,22.0,54,23,25.3,4.6,8.7,0.535,0.5,1.7,0.308,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4
0,1642285,2024-25,00,1610612763,MEM,25.0,25,1,10.1,1.4,3.3,0.415,0.8,2.1,0.365,0.8,0.8,1.0,0.5,0.7,1.2,1.4,0.4,0.0,0.2,0.9,4.2
1,1642285,2025-26,00,1610612763,MEM,25.0,6,0,15.7,2.2,5.2,0.419,1.8,3.8,0.478,1.5,1.7,0.9,0.2,1.8,2.0,3.3,0.7,0.0,0.8,1.7,7.7
0,1630311,2023-24,00,1610612744,GSW,27.0,6,0,4.3,0.3,0.7,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.8,0.0,0.0,0.2,0.2,0.7
1,1630311,2024-25,00,1610612744,GSW,28.0,39,0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.3,0.4,0.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5
2,1630311,2025-26,00,1610612744,GSW,29.0,3,0,5.0,0.7,2.0,0.333,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.3,0.3,0.0,0.0,0.3,1.3
0,1630531,2021-22,00,1610612755,PHI,19.0,2,0,3.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
1,1630531,2022-23,00,1610612755,PHI,20.0,16,2,5.6,1.1,2.2,0.486,0.1,0.3,0.4,0.4,0.5,0.75,0.4,0.5,0.9,0.5,0.4,0.2,0.2,0.9,2.6
2,1630531,2023-24,00,1610612755,PHI,21.0,32,1,11.8,1.4,3.7,0.39,0.3,1.2,0.216,0.9,1.1,0.824,0.8,1.0,1.8,1.1,0.8,0.3,0.8,1.5,4.0
3,1630531,2023-24,00,1610612738,BOS,21.0,17,1,7.6,0.8,1.8,0.433,0.1,0.6,0.182,0.4,0.5,0.875,0.5,0.7,1.2,0.5,0.6,0.2,0.5,1.0,2.1
4,1630531,2023-24,00,0,TOT,21.0,49,2,10.3,1.2,3.0,0.399,0.2,1.0,0.208,0.7,0.9,0.833,0.7,0.9,1.6,0.9,0.7,0.3,0.7,1.3,3.3
5,1630531,2024-25,00,1610612738,BOS,22.0,26,0,5.4,0.5,1.3,0.353,0.2,0.7,0.316,0.6,0.8,0.714,0.2,0.8,0.9,0.4,0.5,0.0,0.2,0.7,1.7
6,1630531,2024-25,00,1610612762,UTA,22.0,17,2,13.2,1.4,3.3,0.411,0.4,1.7,0.207,0.7,1.0,0.706,0.8,1.2,2.0,1.4,0.7,0.2,0.7,1.5,3.8
7,1630531,2024-25,00,0,TOT,22.0,43,2,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.6,0.9,0.711,0.4,1.0,1.3,0.8,0.6,0.1,0.4,1.0,2.5
0,1641815,2024-25,00,1610612748,MIA,24.0,3,0,2.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0,0.0
0,1630205,2020-21,00,1610612739,CLE,23.0,40,0,12.5,1.6,3.4,0.456,0.1,0.6,0.16,0.9,1.3,0.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1
1,1630205,2021-22,00,1610612739,CLE,24.0,63,13,16.1,2.5,5.1,0.489,0.3,1.0,0.277,0.8,1.2,0.707,0.7,1.9,2.6,0.7,0.5,0.3,0.7,1.7,6.1
2,1630205,2022-23,00,1610612739,CLE,25.0,62,25,18.1,2.1,4.6,0.448,0.5,1.5,0.316,0.6,0.9,0.702,0.8,2.6,3.3,0.5,0.4,0.3,0.4,1.3,5.3
3,1630205,2023-24,00,1610612738,BOS,26.0,19,1,6.4,1.1,2.4,0.467,0.2,0.4,0.375,0.4,0.6,0.727,0.6,1.0,1.6,0.4,0.3,0.3,0.5,0.7,2.8
4,1630205,2023-24,00,1610612763,MEM,26.0,19,2,23.0,4.6,10.3,0.446,0.6,2.0,0.289,1.8,2.3,0.791,1.3,3.8,5.1,1.1,0.9,0.9,0.8,1.6,11.5
5,1630205,2023-24,00,0,TOT,26.0,38,3,14.7,2.8,6.3,0.45,0.4,1.2,0.304,1.1,1.4,0.778,0.9,2.4,3.3,0.7,0.6,0.6,0.6,1.2,7.2
6,1630205,2024-25,00,1610612763,MEM,27.0,17,1,9.2,1.7,3.7,0.46,0.5,1.6,0.296,0.5,0.6,0.727,0.2,2.0,2.2,0.5,0.3,0.2,0.6,0.9,4.4
0,1630191,2020-21,00,1610612765,DET,20.0,68,14,21.4,3.3,6.0,0.553,0.3,0.9,0.333,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1.0,2.7,7.9
1,1630191,2021-22,00,1610612765,DET,21.0,71,71,25.6,3.5,6.9,0.51,0.2,0.6,0.326,1.0,1.5,0.718,3.2,5.5,8.7,1.2,0.3,1.1,1.2,3.0,8.3
2,1630191,2022-23,00,1610612765,DET,22.0,50,47,28.3,3.9,8.8,0.442,1.3,4.1,0.327,2.2,3.0,0.738,2.3,5.8,8.1,1.4,0.4,0.7,1.4,2.7,11.3
3,1630191,2023-24,00,1610612765,DET,23.0,46,45,30.9,4.0,8.3,0.487,1.5,3.8,0.383,1.4,1.8,0.753,1.6,5.0,6.6,1.6,0.4,0.8,1.4,2.2,10.9
4,1630191,2024-25,00,1610612765,DET,24.0,72,4,19.9,2.4,4.4,0.559,0.2,0.7,0.321,0.9,1.2,0.759,1.8,3.7,5.5,1.7,0.4,1.4,0.9,2.5,6.0
5,1630191,2025-26,00,1610612765,DET,24.0,5,0,21.4,3.4,7.6,0.447,1.4,2.4,0.583,1.0,2.0,0.5,2.6,4.0,6.6,1.4,0.4,2.0,1.0,4.0,9.2
0,1631124,2023-24,00,1610612743,DEN,22.0,50,0,10.9,1.6,4.4,0.369,0.8,2.8,0.297,0.4,0.6,0.71,0.1,1.1,1.2,0.9,0.3,0.1,0.5,1.1,4.5
1,1631124,2024-25,00,1610612743,DEN,23.0,65,4,21.3,3.2,7.5,0.432,1.4,4.1,0.349,1.1,1.4,0.822,0.3,1.9,2.2,1.3,0.6,0.2,0.9,2.3,9.0
2,1631124,2025-26,00,1610612743,DEN,23.0,3,0,5.0,1.0,2.7,0.375,0.3,1.7,0.2,0.7,1.3,0.5,0.0,1.3,1.3,0.7,0.0,0.0,0.3,0.3,3.0
0,1629622,2019-20,00,1610612741,CHI,24.0,2,0,3.0,1.0,1.5,0.667,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5
1,1629622,2020-21,00,1610612748,MIA,25.0,39,0,13.0,2.2,4.8,0.455,1.3,3.8,0.338,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1
2,1629622,2021-22,00,1610612748,MIA,26.0,68,16,23.3,3.7,8.3,0.441,2.7,6.5,0.41,0.6,0.8,0.792,0.4,2.6,3.0,1.4,0.4,0.2,0.8,1.7,10.6
3,1629622,2022-23,00,1610612748,MIA,27.0,80,33,28.4,4.1,9.9,0.41,2.5,7.0,0.35,1.0,1.1,0.876,0.6,2.6,3.2,2.1,0.5,0.2,0.9,2.1,11.5
4,1629622,2023-24,00,1610612739,CLE,28.0,70,70,32.0,4.3,10.4,0.418,2.4,6.8,0.351,1.1,1.4,0.794,0.9,3.9,4.8,4.0,0.9,0.4,1.6,2.4,12.2
5,1629622,2024-25,00,1610612739,CLE,29.0,50,37,25.5,3.3,7.5,0.442,2.3,5.9,0.386,0.6,0.7,0.824,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4
0,1630591,2021-22,00,1610612753,ORL,21.0,48,45,27.2,4.1,11.4,0.361,0.9,4.1,0.214,2.6,3.4,0.773,0.5,3.0,3.6,4.4,1.2,0.4,3.0,3.0,11.8
1,1630591,2022-23,00,1610612753,ORL,22.0,53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,1.6,2.2,0.723,1.0,2.0,3.0,2.9,1.3,0.5,1.8,2.3,9.9
2,1630591,2023-24,00,1610612753,ORL,23.0,75,75,27.0,4.5,9.5,0.471,2.0,5.1,0.397,1.6,2.1,0.756,0.6,2.4,3.1,2.7,1.4,0.6,1.8,2.7,12.6
3,1630591,2024-25,00,1610612753,ORL,24.0,35,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,2.8,3.1,0.882,0.7,3.4,4.0,3.7,1.5,0.9,2.9,2.8,16.2
4,1630591,2025-26,00,1610612753,ORL,24.0,4,4,19.3,3.8,5.8,0.652,1.8,3.3,0.538,2.0,2.3,0.889,0.5,3.3,3.8,4.3,1.0,0.3,3.0,3.3,11.3
0,1631306,2022-23,00,1610612747,LAL,24.0,7,0,5.9,0.4,1.3,0.333,0.4,1.1,0.375,0.0,0.0,0.0,0.1,0.9,1.0,0.6,0.0,0.0,0.0,0.4,1.3
1,1631306,2023-24,00,1610612748,MIA,25.0,18,0,4.8,0.8,2.1,0.395,0.6,1.7,0.333,0.1,0.1,1.0,0.1,0.3,0.4,0.3,0.1,0.1,0.4,0.2,2.3
2,1631306,2024-25,00,1610612765,DET,26.0,2,0,6.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0
3,1631306,2024-25,00,1610612761,TOR,26.0,8,0,19.5,2.8,7.3,0.379,1.9,5.3,0.357,0.0,0.1,0.0,0.6,2.5,3.1,0.3,0.5,0.3,0.5,1.4,7.4
4,1631306,2024-25,00,0,TOT,26.0,10,0,17.0,2.2,6.3,0.349,1.5,4.7,0.319,0.0,0.1,0.0,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9
0,1630256,2020-21,00,1610612745,HOU,25.0,70,58,29.2,4.5,8.9,0.506,0.9,2.8,0.308,1.5,2.1,0.694,1.9,3.5,5.3,2.5,1.2,0.5,1.4,3.2,11.3
1,1630256,2021-22,00,1610612745,HOU,26.0,78,77,26.4,4.7,9.3,0.498,0.8,2.6,0.312,1.7,2.4,0.707,1.7,3.7,5.4,2.8,0.9,0.5,1.8,3.7,11.8
2,1630256,2022-23,00,1610612745,HOU,27.0,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1
3,1630256,2023-24,00,1610612745,HOU,28.0,65,9,15.9,1.7,3.5,0.472,0.4,1.2,0.299,0.4,0.6,0.667,0.9,2.1,3.0,1.0,0.6,0.2,0.6,2.1,4.1
